year,month,day,val
1973,1,30,45.49284
1973,1,31,227.92644
1973,2,1,19.954512
1973,2,2,4.435074
1973,2,3,3.0427596
1973,2,4,2.7872532
1973,2,5,0.59724756
1973,2,6,4.0033872
1973,2,7,2.9204496
1973,2,8,6.0439284
1973,2,9,5.8888188
1973,2,10,30.076056
1973,2,11,345.48012
1973,2,12,13.128912
1973,2,13,2.1681108
1973,2,14,1.8920952
1973,2,15,0.2649888
1973,2,16,0.18716076
1973,2,17,0.31586652
1973,2,18,0.85508352
1973,2,19,2.2905288
1973,2,20,0.65143332
1973,2,21,0.39968532
1973,2,22,3.5065548
1973,2,23,7.7994144
1973,2,24,8.5055184
1973,2,25,9.1151244
1973,2,26,3.4901064
1973,2,27,2.7179496
1973,2,28,2.2762944
1973,3,1,0.76777524
1973,3,2,0.422442
1973,3,3,2.3024844
1973,3,4,7.112556
1973,3,5,3.8591748
1973,3,6,0.72406872
1973,3,7,0.36071136
1973,3,8,0.63627876
1973,3,9,1.8344448
1973,3,10,3.293298
1973,3,11,0.13070376
1973,3,12,0.99103932
1973,3,13,1.4908428
1973,3,14,1.30329
1973,3,15,3.1713336
1973,3,16,2.0449044
1973,3,17,2.7689688
1973,3,18,1.564434
1973,3,19,0.8186292
1973,3,20,0.64766412
1973,3,21,0.552609
1973,3,22,0.030912948
1973,3,23,0.54815292
1973,3,24,3.1433832
1973,3,25,2.6452548
1973,3,26,1.3216068
1973,3,27,2.449386
1973,3,28,2.1281616
1973,3,29,1.233306
1973,3,30,4.2253704
1973,3,31,2.621646
1973,4,1,3.1074948
1973,4,2,3.7383876
1973,4,3,3.4911864
1973,4,4,2.7164052
1973,4,5,2.7448416
1973,4,6,10.4005188
1973,4,7,27.579744
1973,4,8,15.333624
1973,4,9,13.16898
1973,4,10,9.6866064
1973,4,11,9.2607732
1973,4,12,10.454292
1973,4,13,6.0880896
1973,4,14,13.820544
1973,4,15,18.10728
1973,4,16,14.798484
1973,4,17,8.365788
1973,4,18,7.4830824
1973,4,19,1.633608
1973,4,20,0.3711528
1973,4,21,0.025502796
1973,4,22,0.041311296
1973,4,23,0.97614072
1973,4,24,1.6201512
1973,4,25,1.01079684
1973,4,26,0.0041776992
1973,4,27,0.0075875076
1973,4,28,0.12911724
1973,4,29,0.75850344
1973,4,30,1.01141244
1973,5,1,0.078508332
1973,5,2,1.4753232
1973,5,3,1.1991672
1973,5,4,11.222172
1973,5,5,9.2701368
1973,5,6,2.461914
1973,5,7,7.3912824
1973,5,8,14.399424
1973,5,9,11.864556
1973,5,10,9.8615988
1973,5,11,14.343804
1973,5,12,17.714916
1973,5,13,28.29924
1973,5,14,22.442832
1973,5,15,13.60962
1973,5,16,21.20688
1973,5,17,29.677644
1973,5,18,37.685196
1973,5,19,21.937068
1973,5,20,11.693484
1973,5,21,0.212652
1973,5,22,6.1931088
1973,5,23,3.3300828
1973,5,24,20.439864
1973,5,25,19.604484
1973,5,26,7.8124068
1973,5,27,13.635324
1973,5,28,5.7444768
1973,5,29,2.319462
1973,5,30,5.69079
1973,5,31,12.519576
1973,6,1,12.89466
1973,6,2,0.79080948
1973,6,3,4.1420484
1973,6,4,11.971476
1973,6,5,38.01978
1973,6,6,40.141548
1973,6,7,41.962104
1973,6,8,71.625816
1973,6,9,39.947256
1973,6,10,34.370676
1973,6,11,30.077568
1973,6,12,20.370852
1973,6,13,18.3978
1973,6,14,15.519924
1973,6,15,11.375424
1973,6,16,14.253516
1973,6,17,14.254488
1973,6,18,16.369344
1973,6,19,22.023144
1973,6,20,9.1637244
1973,6,21,8.04087
1973,6,22,21.813516
1973,6,23,26.08146
1973,6,24,14.403852
1973,6,25,2.737368
1973,6,26,4.0123944
1973,6,27,11.829024
1973,6,28,5.6415528
1973,6,29,13.24674
1973,6,30,13.402152
1973,7,1,18.220896
1973,7,2,8.1403704
1973,7,3,13.394052
1973,7,4,15.615396
1973,7,5,27.3915
1973,7,6,18.625248
1973,7,7,26.417448
1973,7,8,20.769912
1973,7,9,19.02096
1973,7,10,12.95568
1973,7,11,6.5878488
1973,7,12,11.31084
1973,7,13,8.1056916
1973,7,14,8.6256792
1973,7,15,16.535664
1973,7,16,12.265884
1973,7,17,11.908944
1973,7,18,3.5467524
1973,7,19,7.6165596
1973,7,20,11.624256
1973,7,21,4.8235068
1973,7,22,16.524108
1973,7,23,11.976876
1973,7,24,9.0158616
1973,7,25,3.2058288
1973,7,26,2.6871912
1973,7,27,4.5699984
1973,7,28,2.9783916
1973,7,29,5.2237332
1973,7,30,10.1448288
1973,7,31,11.7747
1973,8,1,8.8021512
1973,8,2,7.7501664
1973,8,3,6.0813504
1973,8,4,8.799894
1973,8,5,19.92492
1973,8,6,11.68938
1973,8,7,4.9161816
1973,8,8,12.189204
1973,8,9,22.842972
1973,8,10,12.803184
1973,8,11,10.2369528
1973,8,12,14.256756
1973,8,13,7.0131204
1973,8,14,10.0508904
1973,8,15,4.9477284
1973,8,16,6.4962432
1973,8,17,11.546388
1973,8,18,16.065108
1973,8,19,15.3792
1973,8,20,16.541604
1973,8,21,18.492408
1973,8,22,16.67952
1973,8,23,15.517332
1973,8,24,7.6158468
1973,8,25,4.7811384
1973,8,26,6.0482808
1973,8,27,10.414278
1973,8,28,24.424632
1973,8,29,15.687648
1973,8,30,9.7688484
1973,8,31,12.042432
1973,9,1,15.25392
1973,9,2,23.204232
1973,9,3,14.11236
1973,9,4,29.207952
1973,9,5,11.613672
1973,9,6,13.744296
